2019-06-18 05:27:26,018 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-18 05:27:26,024 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 2 milliseconds for processing 0 containers.
2019-06-18 05:27:26,411 INFO  container.ReplicationManager (ReplicationManager.java:handleUnderReplicatedContainer(489)) - Container #7235782104841666560 is under replicated. Expected replica count is 3, but found 2.
2019-06-18 05:27:26,411 INFO  container.ReplicationManager (ReplicationManager.java:sendReplicateCommand(652)) - Sending replicate container command for container #7235782104841666560 to datanode d0ece013-3979-416a-8474-f1d7b975d6f3{ip: 241.66.85.130, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-18 05:27:26,420 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 37 milliseconds for processing 1 containers.
2019-06-18 05:27:26,490 INFO  container.ReplicationManager (ReplicationManager.java:sendDeleteCommand(675)) - Sending delete container command for container #7235782104841666560 to datanode 7e5e21d6-8c04-4163-8786-70e6940b97c0{ip: 157.169.126.43, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-18 05:27:26,492 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 7 milliseconds for processing 1 containers.
2019-06-18 05:27:26,588 INFO  container.ReplicationManager (ReplicationManager.java:handleUnderReplicatedContainer(489)) - Container #7235782104841666560 is under replicated. Expected replica count is 3, but found 2.
2019-06-18 05:27:26,588 INFO  container.ReplicationManager (ReplicationManager.java:sendReplicateCommand(652)) - Sending replicate container command for container #7235782104841666560 to datanode e14ed451-6ff4-4eb6-94a1-42b0c8f5d1fc{ip: 76.29.202.87, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-18 05:27:26,588 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 1 containers.
2019-06-18 05:27:26,687 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-18 05:27:26,710 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-18 05:27:26,711 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 0 containers.
2019-06-18 05:27:26,812 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 1 containers.
2019-06-18 05:27:26,911 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-18 05:27:26,932 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
