2019-06-16 21:28:17,920 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-16 21:28:17,928 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 3 milliseconds for processing 0 containers.
2019-06-16 21:28:18,290 INFO  container.ReplicationManager (ReplicationManager.java:handleUnderReplicatedContainer(489)) - Container #7156019176670866432 is under replicated. Expected replica count is 3, but found 2.
2019-06-16 21:28:18,290 INFO  container.ReplicationManager (ReplicationManager.java:sendReplicateCommand(652)) - Sending replicate container command for container #7156019176670866432 to datanode 590ad746-6571-447e-8cef-0250e3fb8f12{ip: 241.66.85.130, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-16 21:28:18,297 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 31 milliseconds for processing 1 containers.
2019-06-16 21:28:18,373 INFO  container.ReplicationManager (ReplicationManager.java:sendDeleteCommand(675)) - Sending delete container command for container #7156019176670866432 to datanode 570cb0f6-e1fa-428c-a8dd-566a96170955{ip: 160.207.11.77, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-16 21:28:18,375 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 6 milliseconds for processing 1 containers.
2019-06-16 21:28:18,471 INFO  container.ReplicationManager (ReplicationManager.java:handleUnderReplicatedContainer(489)) - Container #7156019176670866432 is under replicated. Expected replica count is 3, but found 2.
2019-06-16 21:28:18,471 INFO  container.ReplicationManager (ReplicationManager.java:sendReplicateCommand(652)) - Sending replicate container command for container #7156019176670866432 to datanode d0305102-115a-4421-bcda-6eda1f6fcd8e{ip: 76.29.202.87, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-16 21:28:18,472 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 2 milliseconds for processing 1 containers.
2019-06-16 21:28:18,570 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-16 21:28:18,591 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-16 21:28:18,592 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 0 containers.
2019-06-16 21:28:18,693 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 0 milliseconds for processing 1 containers.
2019-06-16 21:28:18,792 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-16 21:28:18,809 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-16 21:28:18,811 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 0 containers.
2019-06-16 21:28:18,914 INFO  container.ReplicationManager (ReplicationManager.java:forceCloseContainer(446)) - Force closing container #3681305185124195328 with BCSID 10000, which is in QUASI_CLOSED state.
2019-06-16 21:28:18,916 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #3681305185124195328 to datanode 8b282139-dfee-4674-bd2b-bb474b8824da{ip: 253.46.23.11, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-16 21:28:18,917 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #3681305185124195328 to datanode 240e1ff6-1496-4870-baf4-b55ed832f510{ip: 205.145.233.24, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-16 21:28:18,917 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #3681305185124195328 to datanode e196b7ab-63e8-47cd-84c4-54c3d18e60b5{ip: 213.186.186.207, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-16 21:28:18,918 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 6 milliseconds for processing 1 containers.
2019-06-16 21:28:19,012 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-16 21:28:19,029 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-16 21:28:19,030 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 0 containers.
2019-06-16 21:28:19,131 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #2868637777929447424 to datanode 2875f450-da74-4ea4-add4-c7339631d422{ip: 158.96.5.82, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-16 21:28:19,131 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #2868637777929447424 to datanode c9f1302d-9d19-4368-92ab-8c4f67b7249d{ip: 38.38.181.102, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-16 21:28:19,131 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #2868637777929447424 to datanode 570da60c-dbb0-4909-ab47-dd7699216b28{ip: 77.155.137.108, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-16 21:28:19,132 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 2 milliseconds for processing 1 containers.
2019-06-16 21:28:19,231 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #2868637777929447424 to datanode 2875f450-da74-4ea4-add4-c7339631d422{ip: 158.96.5.82, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-16 21:28:19,231 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #2868637777929447424 to datanode c9f1302d-9d19-4368-92ab-8c4f67b7249d{ip: 38.38.181.102, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-16 21:28:19,231 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #2868637777929447424 to datanode 570da60c-dbb0-4909-ab47-dd7699216b28{ip: 77.155.137.108, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-16 21:28:19,231 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 2 milliseconds for processing 1 containers.
2019-06-16 21:28:19,330 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-16 21:28:19,346 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-16 21:28:19,347 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 0 milliseconds for processing 0 containers.
2019-06-16 21:28:19,448 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 1 containers.
2019-06-16 21:28:19,547 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-16 21:28:19,562 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-16 21:28:19,563 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 0 milliseconds for processing 0 containers.
2019-06-16 21:28:19,678 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-16 21:28:19,690 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-16 21:28:19,691 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 0 milliseconds for processing 0 containers.
2019-06-16 21:28:19,792 INFO  container.ReplicationManager (ReplicationManager.java:handleOverReplicatedContainer(525)) - Container #1035262630674554880 is over replicated. Expected replica count is 3, but found 4.
2019-06-16 21:28:19,794 INFO  container.ReplicationManager (ReplicationManager.java:sendDeleteCommand(675)) - Sending delete container command for container #1035262630674554880 to datanode 9f65807f-f694-46f0-8912-537af8e77dd6{ip: 137.183.163.253, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-16 21:28:19,794 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 2 milliseconds for processing 1 containers.
2019-06-16 21:28:19,891 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-16 21:28:19,905 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-16 21:28:19,906 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 0 containers.
2019-06-16 21:28:20,007 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 0 milliseconds for processing 1 containers.
2019-06-16 21:28:20,107 INFO  container.ReplicationManager (ReplicationManager.java:sendDeleteCommand(675)) - Sending delete container command for container #1577830613101815808 to datanode 119049c7-a201-405b-84ee-7fac9dab0694{ip: 31.140.243.133, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-16 21:28:20,107 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 1 containers.
2019-06-16 21:28:20,207 INFO  container.ReplicationManager (ReplicationManager.java:handleUnderReplicatedContainer(489)) - Container #1577830613101815808 is under replicated. Expected replica count is 3, but found 2.
2019-06-16 21:28:20,208 INFO  container.ReplicationManager (ReplicationManager.java:sendReplicateCommand(652)) - Sending replicate container command for container #1577830613101815808 to datanode a2226aee-7667-4a9a-a696-e96c6720f33b{ip: 241.66.85.130, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-16 21:28:20,208 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 1 containers.
2019-06-16 21:28:20,307 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-16 21:28:20,319 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-16 21:28:20,320 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 0 containers.
2019-06-16 21:28:20,421 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #3205513477546178560 to datanode b94dc6e2-9948-4405-a804-33be846adc94{ip: 221.220.234.22, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-16 21:28:20,421 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #3205513477546178560 to datanode 983a7cf7-d17a-4dee-9969-68dbb385d0bc{ip: 99.163.32.91, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-16 21:28:20,421 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 1 containers.
2019-06-16 21:28:20,520 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-16 21:28:20,536 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-16 21:28:20,536 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 0 containers.
2019-06-16 21:28:20,637 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 1 containers.
2019-06-16 21:28:20,736 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-16 21:28:20,752 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-16 21:28:20,753 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 0 milliseconds for processing 0 containers.
2019-06-16 21:28:20,853 INFO  container.ReplicationManager (ReplicationManager.java:handleOverReplicatedContainer(525)) - Container #5911351235481398272 is over replicated. Expected replica count is 3, but found 4.
2019-06-16 21:28:20,854 INFO  container.ReplicationManager (ReplicationManager.java:sendDeleteCommand(675)) - Sending delete container command for container #5911351235481398272 to datanode ab16f29c-589d-41de-bdd6-58805614edfb{ip: 146.254.75.196, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-16 21:28:20,854 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 1 containers.
2019-06-16 21:28:20,953 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-16 21:28:20,965 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-16 21:28:20,966 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 0 containers.
2019-06-16 21:28:21,066 INFO  container.ReplicationManager (ReplicationManager.java:handleUnderReplicatedContainer(489)) - Container #6032294386214503424 is under replicated. Expected replica count is 3, but found 2.
2019-06-16 21:28:21,067 INFO  container.ReplicationManager (ReplicationManager.java:sendReplicateCommand(652)) - Sending replicate container command for container #6032294386214503424 to datanode 97d12345-3d3a-49cd-a0e3-b86311d3bf09{ip: 241.66.85.130, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-16 21:28:21,067 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 1 containers.
2019-06-16 21:28:21,166 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
