2019-06-17 18:53:08,526 INFO  volume.HddsVolume (HddsVolume.java:<init>(176)) - Creating Volume: /opt/src/hadoop-hdds/container-service/target/test-dir/org.apache.hadoop.ozone.container.common.statemachine.commandhandler.TestCloseContainerCommandHandlerb980481d-f1d0-492c-980a-a7d1962030ff/hdds of  storage type : DISK and capacity : 104021790720
2019-06-17 18:53:08,530 INFO  volume.VolumeSet (VolumeSet.java:initializeVolumeSet(170)) - Added Volume : /opt/src/hadoop-hdds/container-service/target/test-dir/org.apache.hadoop.ozone.container.common.statemachine.commandhandler.TestCloseContainerCommandHandlerb980481d-f1d0-492c-980a-a7d1962030ff/hdds to VolumeSet
2019-06-17 18:53:08,541 INFO  volume.ThrottledAsyncChecker (ThrottledAsyncChecker.java:schedule(140)) - Scheduling a check for org.apache.hadoop.ozone.container.common.volume.HddsVolume@1500b2f3
2019-06-17 18:53:08,588 INFO  volume.HddsVolumeChecker (HddsVolumeChecker.java:checkAllVolumes(203)) - Scheduled health check for volume org.apache.hadoop.ozone.container.common.volume.HddsVolume@1500b2f3
ERROR StatusLogger No Log4j 2 configuration file found. Using default configuration (logging only errors to the console), or user programmatically provided configurations. Set system property 'log4j2.debug' to show Log4j 2 internal initialization logging. See https://logging.apache.org/log4j/2.x/manual/configuration.html for instructions on how to configure Log4j 2
2019-06-17 18:53:08,942 INFO  ratis.XceiverServerRatis (XceiverServerRatis.java:newXceiverServerRatis(401)) - Found a free port for the server : 35813
2019-06-17 18:53:09,313 WARN  scm.HddsServerUtil (HddsServerUtil.java:getDefaultRatisDirectory(354)) - Storage directory for Ratis is not configured. It is a good idea to map this to an SSD disk. Falling back to ozone.metadata.dirs
2019-06-17 18:53:09,332 INFO  impl.RaftServerProxy (ConfUtils.java:logGet(43)) - raft.rpc.type = GRPC (default)
2019-06-17 18:53:09,339 INFO  grpc.GrpcConfigKeys$Server (ConfUtils.java:logGet(43)) - raft.grpc.server.port = 35813 (custom)
2019-06-17 18:53:09,340 INFO  server.GrpcService (ConfUtils.java:logGet(43)) - raft.grpc.message.size.max = 33570816 (custom)
2019-06-17 18:53:09,341 INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(43)) - raft.server.log.appender.buffer.byte-limit = 33554432 (custom)
2019-06-17 18:53:09,342 INFO  server.GrpcService (ConfUtils.java:logGet(43)) - raft.grpc.flow.control.window = 1MB (=1048576) (default)
2019-06-17 18:53:09,342 INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(43)) - raft.server.rpc.request.timeout = 3000ms (default)
2019-06-17 18:53:09,465 INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(43)) - raft.server.storage.dir = [/opt/src/hadoop-hdds/container-service/target/test-dir/org.apache.hadoop.ozone.container.common.statemachine.commandhandler.TestCloseContainerCommandHandlerb980481d-f1d0-492c-980a-a7d1962030ff/ratis] (custom)
2019-06-17 18:53:09,474 INFO  server.XceiverServerGrpc (XceiverServerGrpc.java:<init>(97)) - Found a free port for the server : 37383
2019-06-17 18:53:09,492 INFO  ozoneimpl.OzoneContainer (OzoneContainer.java:start(186)) - Attempting to start container services.
2019-06-17 18:53:09,493 INFO  ozoneimpl.OzoneContainer (OzoneContainer.java:startContainerScrub(160)) - Background container scrubber has been disabled by hdds.containerscrub.enabled
2019-06-17 18:53:09,494 INFO  ratis.XceiverServerRatis (XceiverServerRatis.java:start(418)) - Starting XceiverServerRatis 36043c61-0a69-4ec8-b380-ed3c778a546a at port 35813
2019-06-17 18:53:09,505 INFO  impl.RaftServerProxy (RaftServerProxy.java:lambda$start$3(299)) - 36043c61-0a69-4ec8-b380-ed3c778a546a: start RPC server
2019-06-17 18:53:09,623 INFO  server.GrpcService (GrpcService.java:startImpl(148)) - 36043c61-0a69-4ec8-b380-ed3c778a546a: GrpcService started, listening on 0.0.0.0/0.0.0.0:35813
2019-06-17 18:53:09,886 INFO  impl.RaftServerProxy (RaftServerProxy.java:addNew(89)) - 36043c61-0a69-4ec8-b380-ed3c778a546a: addNew group-6D9C9B457C58:[36043c61-0a69-4ec8-b380-ed3c778a546a:127.0.0.1:35813] returns group-6D9C9B457C58:java.util.concurrent.CompletableFuture@2dacbee5[Not completed]
2019-06-17 18:53:09,912 INFO  impl.RaftServerImpl (RaftServerImpl.java:<init>(91)) - 36043c61-0a69-4ec8-b380-ed3c778a546a: new RaftServerImpl for group-6D9C9B457C58:[36043c61-0a69-4ec8-b380-ed3c778a546a:127.0.0.1:35813] with ContainerStateMachine:uninitialized
2019-06-17 18:53:09,913 INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(43)) - raft.server.rpc.timeout.min = 1s (custom)
