2019-06-17 18:53:54,333 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-17 18:53:54,339 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 2 milliseconds for processing 0 containers.
2019-06-17 18:53:54,664 INFO  container.ReplicationManager (ReplicationManager.java:handleUnderReplicatedContainer(489)) - Container #8846577955031566336 is under replicated. Expected replica count is 3, but found 2.
2019-06-17 18:53:54,664 INFO  container.ReplicationManager (ReplicationManager.java:sendReplicateCommand(652)) - Sending replicate container command for container #8846577955031566336 to datanode 37ca57f9-001a-40ad-9659-9136c31ccd71{ip: 241.66.85.130, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-17 18:53:54,670 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 30 milliseconds for processing 1 containers.
2019-06-17 18:53:54,748 INFO  container.ReplicationManager (ReplicationManager.java:sendDeleteCommand(675)) - Sending delete container command for container #8846577955031566336 to datanode 245f9929-c4b3-4600-8749-ce1370431797{ip: 239.171.203.250, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-17 18:53:54,751 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 8 milliseconds for processing 1 containers.
2019-06-17 18:53:54,845 INFO  container.ReplicationManager (ReplicationManager.java:handleUnderReplicatedContainer(489)) - Container #8846577955031566336 is under replicated. Expected replica count is 3, but found 2.
2019-06-17 18:53:54,845 INFO  container.ReplicationManager (ReplicationManager.java:sendReplicateCommand(652)) - Sending replicate container command for container #8846577955031566336 to datanode 89ff9ea9-8bdc-4f36-9a26-9af23b5c980e{ip: 76.29.202.87, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-17 18:53:54,846 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 2 milliseconds for processing 1 containers.
2019-06-17 18:53:54,944 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-17 18:53:54,966 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-17 18:53:54,967 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 0 milliseconds for processing 0 containers.
2019-06-17 18:53:55,068 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 1 containers.
2019-06-17 18:53:55,167 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-17 18:53:55,184 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-17 18:53:55,186 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 0 milliseconds for processing 0 containers.
2019-06-17 18:53:55,289 INFO  container.ReplicationManager (ReplicationManager.java:forceCloseContainer(446)) - Force closing container #5088380796080150528 with BCSID 10000, which is in QUASI_CLOSED state.
2019-06-17 18:53:55,290 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #5088380796080150528 to datanode b22168de-faf2-4ae7-8e7c-91f16abd5d5a{ip: 111.76.224.107, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 18:53:55,291 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #5088380796080150528 to datanode 48018c75-37ea-4597-9cff-e69c96530cce{ip: 70.131.117.110, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 18:53:55,291 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #5088380796080150528 to datanode f7698760-e930-461a-8c56-0a01fc9ba427{ip: 140.28.95.17, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 18:53:55,292 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 5 milliseconds for processing 1 containers.
2019-06-17 18:53:55,387 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-17 18:53:55,404 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-17 18:53:55,405 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 0 containers.
