2019-06-17 14:53:47,292 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-17 14:53:47,297 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 2 milliseconds for processing 0 containers.
2019-06-17 14:53:47,639 INFO  container.ReplicationManager (ReplicationManager.java:handleUnderReplicatedContainer(489)) - Container #3944582354232673280 is under replicated. Expected replica count is 3, but found 2.
2019-06-17 14:53:47,639 INFO  container.ReplicationManager (ReplicationManager.java:sendReplicateCommand(652)) - Sending replicate container command for container #3944582354232673280 to datanode 99455bd9-5945-46e4-8c20-98a943e9a3b9{ip: 241.66.85.130, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-17 14:53:47,645 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 25 milliseconds for processing 1 containers.
2019-06-17 14:53:47,728 INFO  container.ReplicationManager (ReplicationManager.java:sendDeleteCommand(675)) - Sending delete container command for container #3944582354232673280 to datanode 4fc3bc52-d013-498e-9e81-4887d8307e4a{ip: 66.68.34.26, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-17 14:53:47,730 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 7 milliseconds for processing 1 containers.
2019-06-17 14:53:47,825 INFO  container.ReplicationManager (ReplicationManager.java:handleUnderReplicatedContainer(489)) - Container #3944582354232673280 is under replicated. Expected replica count is 3, but found 2.
2019-06-17 14:53:47,825 INFO  container.ReplicationManager (ReplicationManager.java:sendReplicateCommand(652)) - Sending replicate container command for container #3944582354232673280 to datanode eef29e08-fbcc-4f6d-b9cb-e137a78ac110{ip: 76.29.202.87, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-17 14:53:47,825 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 2 milliseconds for processing 1 containers.
2019-06-17 14:53:47,924 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-17 14:53:47,957 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-17 14:53:47,957 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 0 milliseconds for processing 0 containers.
2019-06-17 14:53:48,058 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 0 milliseconds for processing 1 containers.
2019-06-17 14:53:48,157 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-17 14:53:48,180 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-17 14:53:48,182 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 0 milliseconds for processing 0 containers.
2019-06-17 14:53:48,284 INFO  container.ReplicationManager (ReplicationManager.java:forceCloseContainer(446)) - Force closing container #6793020235415695360 with BCSID 10000, which is in QUASI_CLOSED state.
2019-06-17 14:53:48,285 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #6793020235415695360 to datanode 24883739-66f3-447a-be25-18e448a5a4f4{ip: 50.207.14.111, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 14:53:48,286 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #6793020235415695360 to datanode c64e6429-e1c2-4662-8a7f-3aca04c6ad8d{ip: 254.138.85.55, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 14:53:48,287 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #6793020235415695360 to datanode 76e5306f-8242-4b48-8b53-ea4143068667{ip: 57.112.164.51, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 14:53:48,287 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 4 milliseconds for processing 1 containers.
2019-06-17 14:53:48,382 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-17 14:53:48,394 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-17 14:53:48,395 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 0 containers.
2019-06-17 14:53:48,496 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #782222307204492288 to datanode c1a0b086-7038-49ee-8ea6-291da6e7ff8d{ip: 140.39.234.130, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 14:53:48,496 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #782222307204492288 to datanode 1fc099e6-dc57-40a1-bf06-04a336bd4836{ip: 229.71.40.174, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 14:53:48,496 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #782222307204492288 to datanode 78f4a25b-add0-4bc5-ba68-c15cecfa79ab{ip: 4.33.167.109, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 14:53:48,496 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 1 containers.
2019-06-17 14:53:48,596 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #782222307204492288 to datanode c1a0b086-7038-49ee-8ea6-291da6e7ff8d{ip: 140.39.234.130, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 14:53:48,596 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #782222307204492288 to datanode 1fc099e6-dc57-40a1-bf06-04a336bd4836{ip: 229.71.40.174, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 14:53:48,596 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #782222307204492288 to datanode 78f4a25b-add0-4bc5-ba68-c15cecfa79ab{ip: 4.33.167.109, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 14:53:48,596 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 1 containers.
2019-06-17 14:53:48,695 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-17 14:53:48,707 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
