2019-06-17 00:40:36,359 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-17 00:40:36,365 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 0 containers.
2019-06-17 00:40:36,687 INFO  container.ReplicationManager (ReplicationManager.java:handleUnderReplicatedContainer(489)) - Container #1959996717505330176 is under replicated. Expected replica count is 3, but found 2.
2019-06-17 00:40:36,687 INFO  container.ReplicationManager (ReplicationManager.java:sendReplicateCommand(652)) - Sending replicate container command for container #1959996717505330176 to datanode 942b308e-331b-43ce-a387-e233602ab233{ip: 241.66.85.130, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-17 00:40:36,693 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 29 milliseconds for processing 1 containers.
2019-06-17 00:40:36,769 INFO  container.ReplicationManager (ReplicationManager.java:sendDeleteCommand(675)) - Sending delete container command for container #1959996717505330176 to datanode 1236a17c-a166-4afe-b76b-82afc75ac533{ip: 16.101.215.72, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-17 00:40:36,770 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 5 milliseconds for processing 1 containers.
2019-06-17 00:40:36,867 INFO  container.ReplicationManager (ReplicationManager.java:handleUnderReplicatedContainer(489)) - Container #1959996717505330176 is under replicated. Expected replica count is 3, but found 2.
2019-06-17 00:40:36,867 INFO  container.ReplicationManager (ReplicationManager.java:sendReplicateCommand(652)) - Sending replicate container command for container #1959996717505330176 to datanode 7c9a8bbe-0061-4098-a7d1-846ef8533983{ip: 76.29.202.87, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-17 00:40:36,867 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 1 containers.
2019-06-17 00:40:36,966 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-17 00:40:36,985 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-17 00:40:36,986 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 0 containers.
2019-06-17 00:40:37,087 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 0 milliseconds for processing 1 containers.
2019-06-17 00:40:37,186 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-17 00:40:37,205 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-17 00:40:37,208 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 0 milliseconds for processing 0 containers.
2019-06-17 00:40:37,311 INFO  container.ReplicationManager (ReplicationManager.java:forceCloseContainer(446)) - Force closing container #7653065831600389120 with BCSID 10000, which is in QUASI_CLOSED state.
2019-06-17 00:40:37,312 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #7653065831600389120 to datanode d1718ff1-a78d-46a5-8dd3-1ff6504daef1{ip: 247.108.162.67, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 00:40:37,313 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #7653065831600389120 to datanode 2af81ace-f6b0-4812-8154-ec5b5650a105{ip: 5.243.129.13, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 00:40:37,314 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #7653065831600389120 to datanode a89ee65f-5a1e-425e-916f-750b77098455{ip: 235.43.42.81, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 00:40:37,314 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 6 milliseconds for processing 1 containers.
2019-06-17 00:40:37,408 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-17 00:40:37,420 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-17 00:40:37,421 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 0 milliseconds for processing 0 containers.
2019-06-17 00:40:37,522 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #3536303284351623168 to datanode dbcd8962-4e34-4789-8d03-3233ac54c40f{ip: 157.52.74.205, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 00:40:37,522 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #3536303284351623168 to datanode c1b1559e-df03-4bda-966c-4d2e5c764157{ip: 255.100.15.180, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 00:40:37,522 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #3536303284351623168 to datanode a9d169dc-fd2a-49a3-906f-f78d542b6094{ip: 200.241.187.210, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 00:40:37,522 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 2 milliseconds for processing 1 containers.
2019-06-17 00:40:37,621 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #3536303284351623168 to datanode dbcd8962-4e34-4789-8d03-3233ac54c40f{ip: 157.52.74.205, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 00:40:37,621 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #3536303284351623168 to datanode c1b1559e-df03-4bda-966c-4d2e5c764157{ip: 255.100.15.180, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 00:40:37,622 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #3536303284351623168 to datanode a9d169dc-fd2a-49a3-906f-f78d542b6094{ip: 200.241.187.210, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-17 00:40:37,622 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 0 milliseconds for processing 1 containers.
2019-06-17 00:40:37,721 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-17 00:40:37,735 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-17 00:40:37,736 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 0 containers.
2019-06-17 00:40:37,837 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 0 milliseconds for processing 1 containers.
2019-06-17 00:40:37,936 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-17 00:40:37,947 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-17 00:40:37,948 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 0 milliseconds for processing 0 containers.
2019-06-17 00:40:38,059 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-17 00:40:38,070 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-17 00:40:38,071 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 0 milliseconds for processing 0 containers.
2019-06-17 00:40:38,171 INFO  container.ReplicationManager (ReplicationManager.java:handleOverReplicatedContainer(525)) - Container #5794955272930926592 is over replicated. Expected replica count is 3, but found 4.
2019-06-17 00:40:38,173 INFO  container.ReplicationManager (ReplicationManager.java:sendDeleteCommand(675)) - Sending delete container command for container #5794955272930926592 to datanode a332a371-ecf7-41b1-9a51-5132607b4c4c{ip: 158.159.14.146, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-17 00:40:38,173 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 2 milliseconds for processing 1 containers.
2019-06-17 00:40:38,271 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-17 00:40:38,283 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-17 00:40:38,284 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 0 containers.
2019-06-17 00:40:38,384 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 1 containers.
