2019-06-18 15:23:39,261 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-18 15:23:39,269 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 2 milliseconds for processing 0 containers.
2019-06-18 15:23:39,702 INFO  container.ReplicationManager (ReplicationManager.java:handleUnderReplicatedContainer(489)) - Container #769126774724878336 is under replicated. Expected replica count is 3, but found 2.
2019-06-18 15:23:39,702 INFO  container.ReplicationManager (ReplicationManager.java:sendReplicateCommand(652)) - Sending replicate container command for container #769126774724878336 to datanode 61234a6c-6d5d-4bdf-a643-57b4346c73a7{ip: 241.66.85.130, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-18 15:23:39,710 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 40 milliseconds for processing 1 containers.
2019-06-18 15:23:39,781 INFO  container.ReplicationManager (ReplicationManager.java:sendDeleteCommand(675)) - Sending delete container command for container #769126774724878336 to datanode 1c252b75-da1b-414c-ab9d-cd121402df9a{ip: 123.155.66.210, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-18 15:23:39,784 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 9 milliseconds for processing 1 containers.
2019-06-18 15:23:39,878 INFO  container.ReplicationManager (ReplicationManager.java:handleUnderReplicatedContainer(489)) - Container #769126774724878336 is under replicated. Expected replica count is 3, but found 2.
2019-06-18 15:23:39,878 INFO  container.ReplicationManager (ReplicationManager.java:sendReplicateCommand(652)) - Sending replicate container command for container #769126774724878336 to datanode 5ecdf65c-975f-4ad1-b1e1-7a3d7764cd5c{ip: 76.29.202.87, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-18 15:23:39,878 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 2 milliseconds for processing 1 containers.
2019-06-18 15:23:39,976 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-18 15:23:40,012 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-18 15:23:40,013 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 0 containers.
2019-06-18 15:23:40,113 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 1 containers.
2019-06-18 15:23:40,213 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-18 15:23:40,241 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
