2019-06-15 09:15:55,655 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-15 09:15:55,661 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 2 milliseconds for processing 0 containers.
2019-06-15 09:15:55,969 INFO  container.ReplicationManager (ReplicationManager.java:handleUnderReplicatedContainer(489)) - Container #6079884974572577792 is under replicated. Expected replica count is 3, but found 2.
2019-06-15 09:15:55,969 INFO  container.ReplicationManager (ReplicationManager.java:sendReplicateCommand(652)) - Sending replicate container command for container #6079884974572577792 to datanode e7aa5016-359c-4e45-96cc-3cd5934e5c0d{ip: 241.66.85.130, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-15 09:15:55,975 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 28 milliseconds for processing 1 containers.
2019-06-15 09:15:56,054 INFO  container.ReplicationManager (ReplicationManager.java:sendDeleteCommand(675)) - Sending delete container command for container #6079884974572577792 to datanode 11e89759-88c7-43b3-b66f-a6e71e966f7a{ip: 75.233.151.56, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-15 09:15:56,055 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 7 milliseconds for processing 1 containers.
2019-06-15 09:15:56,151 INFO  container.ReplicationManager (ReplicationManager.java:handleUnderReplicatedContainer(489)) - Container #6079884974572577792 is under replicated. Expected replica count is 3, but found 2.
2019-06-15 09:15:56,151 INFO  container.ReplicationManager (ReplicationManager.java:sendReplicateCommand(652)) - Sending replicate container command for container #6079884974572577792 to datanode 6ef1c97a-57df-486a-abfb-1e03ac7b014d{ip: 76.29.202.87, host: localhost, networkLocation: /default-rack, certSerialId: null}
2019-06-15 09:15:56,151 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 2 milliseconds for processing 1 containers.
2019-06-15 09:15:56,250 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-15 09:15:56,272 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-15 09:15:56,295 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 23 milliseconds for processing 0 containers.
2019-06-15 09:15:56,373 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 1 containers.
2019-06-15 09:15:56,473 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-15 09:15:56,501 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-15 09:15:56,503 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 1 milliseconds for processing 0 containers.
2019-06-15 09:15:56,606 INFO  container.ReplicationManager (ReplicationManager.java:forceCloseContainer(446)) - Force closing container #1430735337360710656 with BCSID 10000, which is in QUASI_CLOSED state.
2019-06-15 09:15:56,608 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #1430735337360710656 to datanode 2731c6ab-e4c5-4417-9636-1649ba8cf86a{ip: 246.48.89.99, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-15 09:15:56,609 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #1430735337360710656 to datanode fe4eddb5-1b06-4671-890b-b78a7a971ea0{ip: 82.226.204.30, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-15 09:15:56,609 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #1430735337360710656 to datanode 74f0251a-a971-44a8-bacd-0b0a2b683994{ip: 48.93.116.19, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-15 09:15:56,609 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 6 milliseconds for processing 1 containers.
2019-06-15 09:15:56,703 INFO  container.ReplicationManager (ReplicationManager.java:stop(187)) - Stopping Replication Monitor Thread.
2019-06-15 09:15:56,721 INFO  container.ReplicationManager (ReplicationManager.java:start(155)) - Starting Replication Monitor Thread.
2019-06-15 09:15:56,722 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 0 milliseconds for processing 0 containers.
2019-06-15 09:15:56,823 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #441687703235369984 to datanode 3417a02f-dbf6-4ea9-a091-79dd4d2e46bb{ip: 109.34.42.63, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-15 09:15:56,823 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #441687703235369984 to datanode a47ceecf-3baa-439b-b59a-135766ff1fa9{ip: 68.213.105.11, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-15 09:15:56,823 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #441687703235369984 to datanode 98b6a8ed-0248-4a5c-b1c8-208620291c04{ip: 62.65.226.48, host: localhost, networkLocation: /default-rack, certSerialId: null}.
2019-06-15 09:15:56,824 INFO  container.ReplicationManager (ReplicationManager.java:run(207)) - Replication Monitor Thread took 2 milliseconds for processing 1 containers.
2019-06-15 09:15:56,922 INFO  container.ReplicationManager (ReplicationManager.java:sendCloseCommand(630)) - Sending close container command for container #441687703235369984 to datanode 3417a02f-dbf6-4ea9-a091-79dd4d2e46bb{ip: 109.34.42.63, host: localhost, networkLocation: /default-rack, certSerialId: null}.
