2019-06-17 06:07:04,698 INFO  volume.HddsVolume (HddsVolume.java:<init>(176)) - Creating Volume: /opt/src/hadoop-hdds/container-service/target/test-dir/org.apache.hadoop.ozone.container.common.statemachine.commandhandler.TestCloseContainerCommandHandler7ffe224f-8b98-4152-b2d1-aa33b1c6a433/hdds of  storage type : DISK and capacity : 104021790720
2019-06-17 06:07:04,702 INFO  volume.VolumeSet (VolumeSet.java:initializeVolumeSet(170)) - Added Volume : /opt/src/hadoop-hdds/container-service/target/test-dir/org.apache.hadoop.ozone.container.common.statemachine.commandhandler.TestCloseContainerCommandHandler7ffe224f-8b98-4152-b2d1-aa33b1c6a433/hdds to VolumeSet
2019-06-17 06:07:04,712 INFO  volume.ThrottledAsyncChecker (ThrottledAsyncChecker.java:schedule(140)) - Scheduling a check for org.apache.hadoop.ozone.container.common.volume.HddsVolume@1500b2f3
2019-06-17 06:07:04,757 INFO  volume.HddsVolumeChecker (HddsVolumeChecker.java:checkAllVolumes(203)) - Scheduled health check for volume org.apache.hadoop.ozone.container.common.volume.HddsVolume@1500b2f3
ERROR StatusLogger No Log4j 2 configuration file found. Using default configuration (logging only errors to the console), or user programmatically provided configurations. Set system property 'log4j2.debug' to show Log4j 2 internal initialization logging. See https://logging.apache.org/log4j/2.x/manual/configuration.html for instructions on how to configure Log4j 2
2019-06-17 06:07:05,120 INFO  ratis.XceiverServerRatis (XceiverServerRatis.java:newXceiverServerRatis(401)) - Found a free port for the server : 36281
2019-06-17 06:07:05,509 WARN  scm.HddsServerUtil (HddsServerUtil.java:getDefaultRatisDirectory(354)) - Storage directory for Ratis is not configured. It is a good idea to map this to an SSD disk. Falling back to ozone.metadata.dirs
2019-06-17 06:07:05,527 INFO  impl.RaftServerProxy (ConfUtils.java:logGet(43)) - raft.rpc.type = GRPC (default)
2019-06-17 06:07:05,534 INFO  grpc.GrpcConfigKeys$Server (ConfUtils.java:logGet(43)) - raft.grpc.server.port = 36281 (custom)
2019-06-17 06:07:05,534 INFO  server.GrpcService (ConfUtils.java:logGet(43)) - raft.grpc.message.size.max = 33570816 (custom)
2019-06-17 06:07:05,536 INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(43)) - raft.server.log.appender.buffer.byte-limit = 33554432 (custom)
2019-06-17 06:07:05,536 INFO  server.GrpcService (ConfUtils.java:logGet(43)) - raft.grpc.flow.control.window = 1MB (=1048576) (default)
2019-06-17 06:07:05,537 INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(43)) - raft.server.rpc.request.timeout = 3000ms (default)
2019-06-17 06:07:05,648 INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(43)) - raft.server.storage.dir = [/opt/src/hadoop-hdds/container-service/target/test-dir/org.apache.hadoop.ozone.container.common.statemachine.commandhandler.TestCloseContainerCommandHandler7ffe224f-8b98-4152-b2d1-aa33b1c6a433/ratis] (custom)
2019-06-17 06:07:05,657 INFO  server.XceiverServerGrpc (XceiverServerGrpc.java:<init>(97)) - Found a free port for the server : 44753
2019-06-17 06:07:05,674 INFO  ozoneimpl.OzoneContainer (OzoneContainer.java:start(186)) - Attempting to start container services.
2019-06-17 06:07:05,674 INFO  ozoneimpl.OzoneContainer (OzoneContainer.java:startContainerScrub(160)) - Background container scrubber has been disabled by hdds.containerscrub.enabled
2019-06-17 06:07:05,675 INFO  ratis.XceiverServerRatis (XceiverServerRatis.java:start(418)) - Starting XceiverServerRatis 91020784-d1df-4b06-87e2-426fc0fb48e7 at port 36281
2019-06-17 06:07:05,686 INFO  impl.RaftServerProxy (RaftServerProxy.java:lambda$start$3(299)) - 91020784-d1df-4b06-87e2-426fc0fb48e7: start RPC server
2019-06-17 06:07:05,802 INFO  server.GrpcService (GrpcService.java:startImpl(148)) - 91020784-d1df-4b06-87e2-426fc0fb48e7: GrpcService started, listening on 0.0.0.0/0.0.0.0:36281
2019-06-17 06:07:06,064 INFO  impl.RaftServerProxy (RaftServerProxy.java:addNew(89)) - 91020784-d1df-4b06-87e2-426fc0fb48e7: addNew group-B7D884EAF95D:[91020784-d1df-4b06-87e2-426fc0fb48e7:127.0.0.1:36281] returns group-B7D884EAF95D:java.util.concurrent.CompletableFuture@2c69a941[Not completed]
2019-06-17 06:07:06,088 INFO  impl.RaftServerImpl (RaftServerImpl.java:<init>(91)) - 91020784-d1df-4b06-87e2-426fc0fb48e7: new RaftServerImpl for group-B7D884EAF95D:[91020784-d1df-4b06-87e2-426fc0fb48e7:127.0.0.1:36281] with ContainerStateMachine:uninitialized
2019-06-17 06:07:06,089 INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(43)) - raft.server.rpc.timeout.min = 1s (custom)
2019-06-17 06:07:06,089 INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(43)) - raft.server.rpc.timeout.max = 1200ms (custom)
2019-06-17 06:07:06,089 INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(43)) - raft.server.rpcslowness.timeout = 120s (custom)
2019-06-17 06:07:06,090 INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(43)) - raft.server.log.appender.install.snapshot.enabled = true (default)
2019-06-17 06:07:06,094 INFO  impl.RaftServerImpl (ServerState.java:<init>(101)) - 91020784-d1df-4b06-87e2-426fc0fb48e7:group-B7D884EAF95D ConfigurationManager, init=-1: [91020784-d1df-4b06-87e2-426fc0fb48e7:127.0.0.1:36281], old=null, confs=<EMPTY_MAP>
2019-06-17 06:07:06,094 INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(43)) - raft.server.storage.dir = [/opt/src/hadoop-hdds/container-service/target/test-dir/org.apache.hadoop.ozone.container.common.statemachine.commandhandler.TestCloseContainerCommandHandler7ffe224f-8b98-4152-b2d1-aa33b1c6a433/ratis] (custom)
2019-06-17 06:07:06,099 INFO  storage.RaftStorageDirectory (RaftStorageDirectory.java:analyzeStorage(246)) - The storage directory /opt/src/hadoop-hdds/container-service/target/test-dir/org.apache.hadoop.ozone.container.common.statemachine.commandhandler.TestCloseContainerCommandHandler7ffe224f-8b98-4152-b2d1-aa33b1c6a433/ratis/cef6b2a1-6bf1-4452-aac6-b7d884eaf95d does not exist. Creating ...
2019-06-17 06:07:06,106 INFO  storage.RaftStorageDirectory (RaftStorageDirectory.java:tryLock(328)) - Lock on /opt/src/hadoop-hdds/container-service/target/test-dir/org.apache.hadoop.ozone.container.common.statemachine.commandhandler.TestCloseContainerCommandHandler7ffe224f-8b98-4152-b2d1-aa33b1c6a433/ratis/cef6b2a1-6bf1-4452-aac6-b7d884eaf95d/in_use.lock acquired by nodename 4300@ozone-unit-076618677d34zkrd-1574798298
